ID,UnitID,UnitType,UnitCode,UnitTitle,Faculty,ROE,CreditPoints,UngradedExempCategory,Year,TeachingPeriod,Location,Mode,Code,DateStart,DateStartAttendance,DateEndAttendance,DateEnd,DateCensusRequested,Selfserve,ClassSize,Examinations,UnitAvailabilitiesLastChanged,BroadeningForDegrees,BroadeningCategory,TeachingResponsibilities
114996,7857,Unit,PODI6535,"Surgical Practicum 2B",S00820,00820,6,N,2025,Non-standard,Crawley,FACE2FACE,,2025-01-27,2025-01-27,2025-05-23,2025-06-13,0000-00-00,1,,,,NULL,NULL,"00820 School of Health and Clinical Sciences, 100%"
119197,8067,Unit,CIVL5550,"Civil Infrastructure Design Project",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
148205,4237,Unit,PSYC5536,"Neuropsychology 1",S00140,00140,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-04,NULL,NULL,"00140 Psychological Science, 100%"
148208,4238,Unit,PSYC5537,"Neuropsychology 2",S00140,00140,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-04,NULL,NULL,"00140 Psychological Science, 100%"
154458,8025,Unit,GENG4412,"Engineering Research Project Part 2",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
154459,8025,Unit,GENG4412,"Engineering Research Project Part 2",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
155155,6680,Unit,OCEN5511,"Ocean Leadership Research Project Part 1",S00766,00766,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00766 School of Earth and Oceans, 100%"
155156,6680,Unit,OCEN5511,"Ocean Leadership Research Project Part 1",S00766,00766,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00766 School of Earth and Oceans, 100%"
155158,6681,Unit,OCEN5512,"Ocean Leadership Research Project Part 2",S00766,00766,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00766 School of Earth and Oceans, 100%"
155159,6681,Unit,OCEN5512,"Ocean Leadership Research Project Part 2",S00766,00766,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00766 School of Earth and Oceans, 100%"
155161,7213,Unit,OCEN5411,"Offshore and Coastal Engineering Research Project Part 1",S00766,00766,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"01000 Graduate Research School, 100%"
155162,7213,Unit,OCEN5411,"Offshore and Coastal Engineering Research Project Part 1",S00766,00766,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"01000 Graduate Research School, 100%"
155164,7214,Unit,OCEN5412,"Offshore and Coastal Engineering Research Project Part 2",S00766,00766,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00766 School of Earth and Oceans, 100%"
155165,7214,Unit,OCEN5412,"Offshore and Coastal Engineering Research Project Part 2",S00766,00766,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00766 School of Earth and Oceans, 100%"
155853,1176,Unit,ANHB3315,"Human Evolutionary Ecology",S00915,00915,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-11,NULL,NULL,"00915 Human Sciences, 100%"
157193,3338,Unit,INMT5518,"Supply Chain Analytics",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
157194,3338,Unit,INMT5518,"Supply Chain Analytics",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
157198,8675,Unit,MICR1101,"Revolutionary Microbial Discoveries",S00885,00885,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,150,,2025-05-23,NULL,NULL,"00885 Biomedical Sciences, 100%"
157199,6194,Unit,INMT5507,"Information Management and Logistics Capstone Projects",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
157200,4023,Unit,SWSP5309,"Field Education 1: First Placement",S00820,00820,18,1,2025,Non-standard,Crawley,FACE2FACE,,2025-06-23,2025-06-23,2025-10-19,2025-11-09,0000-00-00,1,90,,,NULL,NULL,"00820 School of Health and Clinical Sciences, 100%"
157228,3572,Unit,MICR5842,"Principles of Infection and Immunity",S00885,00885,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
157241,7094,Unit,MUSC3341,"Music, Society, and Ideas",S00190,00190,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00190 Music, 100%"
157245,7730,Unit,SCIE5005,"Science in Practice",S00705,00705,6,1,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00705 Agriculture and Environment, 100%"
157247,726,Unit,CITS3001,"Advanced Algorithms",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,250,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
157254,7748,Unit,SSEH2295,"Foundations of Work Integrated Learning",S00915,00915,6,1,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
157255,4008,Unit,SSEH5691,"Work Integrated Learning (Clinical Exercise Physiology)",S00915,00915,6,3,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,30,,,NULL,NULL,"00915 Human Sciences, 100%"
157258,1293,Unit,ENVT2221,"Global Climate Change and Biodiversity",S00765,00765,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00765 Biological Sciences, 100%"
157259,1293,Unit,ENVT2221,"Global Climate Change and Biodiversity",S00765,00765,6,N,2025,"Semester 2",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00765 Biological Sciences, 100%"
157271,7818,Unit,PODI3111,"Body Systems 1",S00820,00820,6,N,2025,Non-standard,Crawley,FACE2FACE,,2025-01-27,2025-01-27,2025-06-15,2025-06-15,0000-00-00,1,35,,2025-05-08,NULL,NULL,"#1. 00885 Biomedical Sciences, 90%; #2. 00820 Allied Health, 10%"
157283,7334,Unit,BUSN5007,"Business Analytics Industry Project",S00420,00420,12,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0,,,,NULL,NULL,"00420 UWA Business School, 100%"
157284,7334,Unit,BUSN5007,"Business Analytics Industry Project",S00420,00420,12,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0,,,,NULL,NULL,"00420 UWA Business School, 100%"
157285,7437,Unit,ENSC2004,"Engineering Mechanics",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-03,NULL,NULL,"00660 Engineering, 100%"
157286,7437,Unit,ENSC2004,"Engineering Mechanics",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-03,NULL,NULL,"00660 Engineering, 100%"
157292,1,Unit,PHAR2220,"Systems Pharmacology",S00885,00885,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-01-14,NULL,NULL,"00885 Biomedical Sciences, 100%"
157388,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Kalgoorlie,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157389,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Albany,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157390,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Broome,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157391,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Bunbury,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157392,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Busselton,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157393,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Carnarvon,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157394,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Derby,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157395,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Esperance,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157396,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Geraldton,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157397,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Karratha,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157398,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Kununurra,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157399,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Narrigin,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157400,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Northam,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157401,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,"Port Hedland",FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157402,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,"Blackwood Warren",FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157403,7355,Unit,SRUR5331,"Rural Specialisation—Research Unit 1",S00855,00855,6,N,2025,Non-standard,Collie,FACE2FACE,,2025-01-20,2025-01-20,2025-06-08,2025-06-08,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157690,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Albany,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157691,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Broome,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157692,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Bunbury,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157693,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Busselton,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157694,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Carnarvon,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157695,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Derby,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157696,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Esperance,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157697,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Geraldton,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157698,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Karratha,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157699,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Kununurra,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157700,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Narrogin,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157701,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,"Port Hedland",FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157702,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Northam,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157703,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,"Blackwood Warren",FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157704,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Kalgoorlie,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157705,7357,Unit,SRUR5341,"Rural Specialisation—Research Unit 2",S00855,00855,6,N,2025,Non-standard,Collie,FACE2FACE,,2025-06-23,2025-06-23,2025-11-09,2025-11-09,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157960,5299,Unit,SSEH3394,"Professional Practice",S00915,00915,6,1,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
157961,5299,Unit,SSEH3394,"Professional Practice",S00915,00915,6,1,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
157976,461,Unit,PHAR1101,"Drugs that Changed the World",S00885,00885,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
157977,1836,Unit,IMED1108,"Issues in Women's Health Across the Lifespan",S00885,00885,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,250,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
157978,1837,Unit,IMED2208,"Issues in Women's Reproductive Health",S00885,00885,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,200,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
157989,4891,Unit,SSEH1104,"Active Leadership 1: Developing Leadership Skills",S00915,00915,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
157990,4891,Unit,SSEH1104,"Active Leadership 1: Developing Leadership Skills",S00915,00915,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
157991,7297,Unit,ANIM2220,"Animal Diversity",S00765,00765,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,80,,,NULL,NULL,"00765 Biological Sciences, 100%"
157993,2478,Unit,EMED5502,"Evidence-Based Emergency Medicine",S00855,00855,6,N,2025,"Semester 2",Crawley,FL-ONLINE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157994,2478,Unit,EMED5502,"Evidence-Based Emergency Medicine",S00855,00855,6,N,2025,"Semester 1",Crawley,FL-ONLINE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00855 Medical School, 100%"
157996,8259,Unit,CHEM3104,"Organic Chemistry",S00585,00585,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00585 Molecular Sciences, 100%"
158000,1065,Unit,SSEH2260,"Exercise Physiology",S00915,00915,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-23,NULL,NULL,"00915 Human Sciences, 100%"
158010,1083,Unit,HART1000,"Ways of Making: From Pigments to Plastic in the History of Art",S00250,00250,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-22,NULL,NULL,"00250 UWA Design School, 100%"
158011,1083,Unit,HART1000,"Ways of Making: From Pigments to Plastic in the History of Art",S00250,00250,6,N,2025,"Semester 1",Crawley,ONLINE-TT,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-22,NULL,NULL,"00250 UWA Design School, 100%"
158014,7172,Unit,LAWS5152,"Media Law",S00200,00200,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00200 UWA Law School, 100%"
158015,7046,Unit,PSYC5526,"Assessment & Diagnosis of Fetal Alcohol Spectrum Disorder (FASD) II",S00140,00140,6,3,2025,Non-standard,Crawley,ONLINE-TT,,2025-07-21,2025-07-21,2025-08-31,2025-09-07,0000-00-00,1,12,,2025-07-03,NULL,NULL,"00140 Psychological Science, 100%"
158040,5126,Unit,HART3361,"Decolonizing the Dutch Golden Age",S00250,00250,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00250 UWA Design School, 100%"
158043,1641,Unit,AHEA3300,"Aboriginal Health Research Project",S00855,00855,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-08-08,NULL,NULL,"00855 Medical School, 100%"
158082,7957,Unit,PATH5181,"Transfusion Science",S00885,00885,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,30,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
158083,5206,Unit,PATH5162,"Advanced Laboratory Haematology",S00885,00885,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,26,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
158131,5917,Unit,HART1003,"Ways of Seeing: Themes and Theories in Art",S00250,00250,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00250 UWA Design School, 100%"
158146,7995,Unit,GEND4140,"Dissertation (Gender Studies) Part 1",S00120,00120,12,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00120 Humanities, 100%"
158175,304,Unit,EMPL3208,"Managing Diversity",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
158176,7987,Unit,GENG1010,"Introduction to Engineering",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,200,,,NULL,NULL,"00660 Engineering, 100%"
158177,7987,Unit,GENG1010,"Introduction to Engineering",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,400,,,NULL,NULL,"00660 Engineering, 100%"
158178,4951,Unit,MGMT5523,"Becoming a Leader: Perspectives on Leadership Development",S00420,00420,6,N,2025,Non-standard,Crawley,FACE2FACE,,2025-07-21,2025-07-28,2025-08-10,2025-08-24,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
158181,7755,Unit,MKTG3308,"Marketing Analytics",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-15,NULL,NULL,"00420 UWA Business School, 100%"
158186,7845,Unit,PODI5331,"Podiatric Populations 3",S00820,00820,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,35,,2025-05-30,NULL,NULL,"00820 School of Health and Clinical Sciences, 100%"
158187,3787,Unit,PODI6531,"Surgical Practicum 1A",S00820,00820,6,N,2025,Non-standard,Crawley,FACE2FACE,,2025-11-24,2025-11-24,2026-02-08,2026-02-08,0000-00-00,1,,,,NULL,NULL,"00820 School of Health and Clinical Sciences, 100%"
158197,4722,Unit,CITS2002,"Systems Programming",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
158206,6129,Unit,APHB5520,"Literature Review and Research Proposal",S00915,00915,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
158207,6129,Unit,APHB5520,"Literature Review and Research Proposal",S00915,00915,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
158218,7487,Unit,CITS5014,"Data and Information Technologies Research Project Part 1",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
158219,7487,Unit,CITS5014,"Data and Information Technologies Research Project Part 1",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
158220,7488,Unit,CITS5015,"Data and Information Technologies Research Project Part 2",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
158221,7488,Unit,CITS5015,"Data and Information Technologies Research Project Part 2",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
158229,3571,Unit,MICR5829,"Foundations of Infectious Diseases",S00885,00885,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
